time,heartrate
0.30803680419921875,1.6620908646800194
10.50710678100586,1.655642403517342
20.685195922851562,1.658866634098681
30.889272689819336,1.6653150952613578
41.05377197265625,1.655642403517342
51.215171813964844,1.6491939423546653
61.37585639953613,1.655642403517342
71.55036926269531,1.645969711773327
81.71391487121582,1.655642403517342
91.8729305267334,1.642745481191988
102.03194618225098,1.6524181729360037
112.19024658203125,1.6524181729360037
122.34997749328613,1.645969711773327
132.5078010559082,1.6491939423546653
142.66562461853027,1.645969711773327
152.83203125,1.6491939423546653
162.99104690551758,1.6524181729360037
173.14887046813965,1.645969711773327
183.30860137939453,1.645969711773327
193.4659481048584,1.6524181729360037
203.62377166748047,1.6491939423546653
213.78064155578613,1.6620908646800194
223.9384651184082,1.655642403517342
234.09485816955566,1.6620908646800194
244.28367614746094,1.658866634098681
254.44984436035156,1.6620908646800194
264.60957527160645,1.658866634098681
274.7669219970703,1.6524181729360037
284.9245071411133,1.658866634098681
295.08042335510254,1.6620908646800194
305.239200592041,1.658866634098681
315.396785736084,1.6653150952613578
325.55508613586426,1.6620908646800194
335.71386337280273,1.655642403517342
345.8714485168457,1.6620908646800194
356.02807998657227,1.655642403517342
366.1847114562988,1.6620908646800194
376.3413429260254,1.6524181729360037
386.49868965148926,1.642745481191988
396.6550827026367,1.645969711773327
406.8174362182617,1.645969711773327
416.9747829437256,1.645969711773327
427.13117599487305,1.645969711773327
437.2873306274414,1.645969711773327
447.44420051574707,1.642745481191988
457.60083198547363,1.6491939423546653
467.7572250366211,1.645969711773327
477.91337966918945,1.645969711773327
488.0702495574951,1.655642403517342
498.2268810272217,1.6524181729360037
508.38303565979004,1.655642403517342
518.5399055480957,1.655642403517342
528.6967754364014,1.658866634098681
538.8529300689697,1.655642403517342
549.0097999572754,1.6524181729360037
559.1657161712646,1.645969711773327
569.3223476409912,1.645969711773327
579.4789791107178,1.655642403517342
589.6356105804443,1.658866634098681
599.7917652130127,1.6330727894479729
609.9488735198975,1.6491939423546653
620.1050281524658,1.6298485588666336
630.2614212036133,1.6395212506106496
640.4170989990234,1.6362970200293112
650.576114654541,1.6491939423546653
660.7327461242676,1.6524181729360037
670.889139175415,1.6524181729360037
681.0462474822998,1.658866634098681
691.2026405334473,1.6620908646800194
701.3595104217529,1.655642403517342
711.5156650543213,1.658866634098681
721.672534942627,1.658866634098681
731.8286895751953,1.658866634098681
741.985559463501,1.658866634098681
752.1421909332275,1.655642403517342
762.2990608215332,1.658866634098681
772.456169128418,1.6491939423546653
782.6132774353027,1.645969711773327
792.7696704864502,1.645969711773327
802.9260635375977,1.642745481191988
813.0826950073242,1.642745481191988
823.2393264770508,1.642745481191988
833.3954811096191,1.642745481191988
843.5521125793457,1.6491939423546653
853.7087440490723,1.6491939423546653
863.8651371002197,1.645969711773327
874.0217685699463,1.6330727894479729
884.178638458252,1.6395212506106496
894.3347930908203,1.645969711773327
904.491662979126,1.6524181729360037
914.6480560302734,1.658866634098681
924.8051643371582,1.658866634098681
934.9625110626221,1.645969711773327
945.1193809509277,1.655642403517342
955.2757740020752,1.6491939423546653
965.4326438903809,1.6620908646800194
975.5892753601074,1.658866634098681
985.7456684112549,1.6491939423546653
995.9020614624023,1.6524181729360037
1006.058931350708,1.6524181729360037
1016.2155628204346,1.655642403517342
1026.3724327087402,1.6620908646800194
1036.5290641784668,1.6620908646800194
1046.6856956481934,1.6653150952613578
1056.84232711792,1.6685393258426962
1067.0173168182373,1.6524181729360037
1077.1851539611816,1.5976062530532487
1087.3475074768066,1.5750366389838786
