time,emg
1742842579.0873923,932
1742842579.088468,931
1742842579.0894785,931
1742842579.0905292,933
1742842579.0915816,932
1742842579.0926318,932
1742842579.0936825,932
1742842579.0947335,932
1742842579.0957866,932
1742842579.0968454,932
1742842579.097896,932
1742842579.0989482,932
1742842579.100001,933
1742842579.1010594,932
1742842579.1021104,932
1742842579.1031632,932
1742842579.104216,932
1742842579.1052754,931
1742842579.1063259,932
1742842579.1073787,931
1742842579.1084316,932
1742842579.1094906,932
1742842579.110541,932
1742842579.1115937,934
1742842579.112646,932
1742842579.1137056,931
1742842579.114756,933
1742842579.115809,933
1742842579.116862,934
1742842579.1179218,932
1742842579.1189718,932
1742842579.1200247,933
1742842579.1210775,932
1742842579.1221373,934
1742842579.1231875,932
1742842579.1242402,932
1742842579.1252933,933
1742842579.1263523,932
1742842579.127403,933
1742842579.1284559,932
1742842579.1295528,930
1742842579.1305654,932
1742842579.1328464,930
1742842579.133885,932
1742842579.1349337,933
1742842579.135986,933
1742842579.137039,932
1742842579.138097,931
1742842579.1391475,932
1742842579.1402001,933
1742842579.1412532,935
1742842579.1423113,932
1742842579.1433618,932
1742842579.1444144,932
1742842579.1454673,933
1742842579.146526,934
1742842579.1475768,932
1742842579.1486297,933
1742842579.1496832,934
1742842579.1507423,931
1742842579.1517923,932
1742842579.1528454,932
1742842579.1538987,932
1742842579.1549575,932
1742842579.1560078,932
1742842579.1570606,932
1742842579.1581142,932
1742842579.159173,931
1742842579.1602237,931
1742842579.1612763,932
1742842579.1623354,931
1742842579.1633925,932
1742842579.1644425,931
1742842579.165496,932
1742842579.1665733,929
1742842579.1676133,931
1742842579.1686647,933
1742842579.1697178,934
1742842579.1707373,930
1742842579.1717873,931
1742842579.17284,932
1742842579.1738937,931
1742842579.1749525,931
1742842579.176003,931
1742842579.177056,932
1742842579.1781094,931
1742842579.1791685,931
1742842579.180219,931
1742842579.181272,931
1742842579.1823256,931
1742842579.1833866,931
1742842579.1844366,932
1742842579.18549,932
1742842579.186543,932
1742842579.1876023,931
1742842579.1886523,931
1742842579.1897056,931
1742842579.190759,931
1742842579.191818,931
1742842579.1928692,931
1742842579.1939225,931
1742842579.1949751,931
1742842579.1960342,931
1742842579.1970844,931
1742842579.1981375,931
1742842579.19919,932
1742842579.2002485,932
1742842579.2013073,924
1742842579.2023573,906
1742842579.2034175,891
1742842579.204473,872
1742842579.2055237,857
1742842579.2065766,840
1742842579.2076302,824
1742842579.2086887,808
1742842579.2097394,791
1742842579.2107923,775
1742842579.211873,762
1742842579.212885,745
1742842579.2139366,729
1742842579.2149897,714
1742842579.2160423,702
1742842579.2171004,685
1742842579.2181547,670
1742842579.219205,656
1742842579.2202635,642
1742842579.2213137,629
1742842579.2223673,615
1742842579.2234201,602
1742842579.224479,589
1742842579.22553,577
1742842579.2265828,564
1742842579.2276354,553
1742842579.2286947,541
1742842579.2297454,529
1742842579.230798,518
1742842579.2318513,507
1742842579.2329104,496
1742842579.2339609,485
1742842579.235014,475
1742842579.2360668,465
1742842579.2371259,455
1742842579.2381768,445
1742842579.2392294,436
1742842579.2402823,427
1742842579.2413414,418
1742842579.2423923,410
1742842579.243445,401
1742842579.244498,392
1742842579.2455578,385
1742842579.2466075,378
1742842579.2476606,369
1742842579.2487135,362
1742842579.249776,356
1742842579.2508254,348
1742842579.2518778,341
1742842579.2529356,334
1742842579.2539926,327
1742842579.2550423,321
1742842579.256095,314
1742842579.2571616,309
1742842579.2583234,305
1742842579.2593856,572
1742842579.2604413,931
1742842579.2614942,931
1742842579.2627506,932
1742842579.2654235,932
1742842579.2664146,931
1742842579.2674608,931
1742842579.268513,932
1742842579.2695677,931
1742842579.2706208,931
1742842579.2716737,932
1742842579.272727,931
1742842579.2737772,930
1742842579.274834,933
1742842579.2758873,932
1742842579.2769408,932
1742842579.2779944,931
1742842579.2790475,931
1742842579.2801006,931
1742842579.2811542,932
1742842579.2822077,931
1742842579.2832608,933
1742842579.2843144,932
1742842579.2853677,932
1742842579.2864218,932
1742842579.2874744,932
1742842579.2885277,932
1742842579.2895806,931
1742842579.2906337,933
1742842579.291686,932
1742842579.2927392,932
1742842579.2937932,932
1742842579.2948477,932
1742842579.2958984,933
1742842579.296952,934
1742842579.298005,932
1742842579.29907,929
1742842579.300117,932
1742842579.3011694,931
1742842579.302223,933
1742842579.303276,932
1742842579.3043282,933
1742842579.305381,932
1742842579.3064353,932
1742842579.3074894,932
1742842579.308542,933
1742842579.309596,933
1742842579.310691,929
1742842579.3117025,932
1742842579.3127558,932
1742842579.3138094,932
1742842579.3148632,931
1742842579.3159158,932
1742842579.3169692,932
1742842579.3180227,931
1742842579.3190765,932
1742842579.3201294,932
1742842579.3211825,932
1742842579.322236,932
1742842579.3232899,932
1742842579.3243427,932
1742842579.325396,932
1742842579.3264494,931
1742842579.3275032,934
1742842579.328556,932
1742842579.3296096,932
1742842579.330663,933
1742842579.3317165,931
1742842579.3327696,934
1742842579.333823,932
1742842579.334876,931
1742842579.3359299,932
1742842579.3369827,932
1742842579.3380365,933
1742842579.3390896,932
1742842579.3401434,932
1742842579.3411963,932
1742842579.3422496,931
1742842579.3433032,932
1742842579.3443568,932
1742842579.3454096,932
1742842579.3464632,932
1742842579.347517,934
1742842579.3485699,932
1742842579.349623,932
1742842579.3506763,931
1742842579.3517265,930
1742842579.352783,932
1742842579.3538363,932
1742842579.3548894,932
1742842579.3559432,932
1742842579.356996,932
1742842579.3580499,931
1742842579.359103,931
1742842579.3601563,931
1742842579.3612096,932
1742842579.3622632,931
1742842579.3633165,932
1742842579.3643699,931
1742842579.3654237,931
1742842579.366476,933
1742842579.3675292,932
1742842579.368583,931
1742842579.3696363,931
1742842579.3706896,931
1742842579.3717427,931
1742842579.3727963,931
1742842579.3738494,932
1742842579.3749173,930
1742842579.3759751,930
1742842579.3770247,931
1742842579.37853,928
1742842579.3796287,931
1742842579.3806777,930
1742842579.3817303,931
1742842579.3828092,929
1742842579.3838644,930
1742842579.3849149,922
1742842579.3859673,905
1742842579.3870203,891
1742842579.3880737,876
1742842579.3891277,860
1742842579.3901806,844
1742842579.3912337,829
1742842579.3922873,813
1742842579.3933415,797
1742842579.3943944,781
1742842579.3954475,766
1742842579.396501,750
1742842579.3975549,734
1742842579.3986077,719
1742842579.399661,705
1742842579.4007144,689
1742842579.4017682,675
1742842579.4028213,660
1742842579.4038746,646
1742842579.404928,633
1742842579.4059818,620
1742842579.4070349,606
1742842579.408088,593
1742842579.4091601,582
1742842579.410196,569
1742842579.4112492,557
1742842579.4123025,545
1742842579.4133563,534
1742842579.4144096,522
1742842579.4154632,510
1742842579.4165163,499
1742842579.41757,489
1742842579.4186225,479
1742842579.4196754,470
1742842579.4207282,458
1742842579.4217827,449
1742842579.4228518,450
1742842579.4238992,437
1742842579.4249613,430
1742842579.4260125,422
1742842579.4270644,414
1742842579.4281178,406
1742842579.4291706,398
1742842579.4302247,391
1742842579.4312775,381
1742842579.4323397,382
1742842579.433407,386
1742842579.4344754,390
1742842579.4355857,398
1742842579.4366238,395
1742842579.4376743,386
1742842579.4387312,380
1742842579.4397924,373
1742842579.4408407,365
1742842579.4418933,358
1742842579.4430127,355
1742842579.44415,357
1742842579.4452112,354
1742842579.4462612,347
1742842579.4473183,346
1742842579.4483821,339
1742842579.4494338,337
1742842579.4504876,331
1742842579.4515464,326
1742842579.4526122,321
1742842579.4536655,315
1742842579.4547606,313
1742842579.4559565,318
1742842579.4568956,467
1742842579.4579566,931
1742842579.4655068,931
1742842579.4656374,930
1742842579.466691,931
1742842579.4677541,932
1742842579.468804,932
1742842579.4698558,931
1742842579.4709098,931
1742842579.4719646,932
1742842579.473463,935
1742842579.4741077,932
1742842579.4751818,931
1742842579.4762495,931
1742842579.4773257,933
1742842579.4784029,932
1742842579.4794602,932
1742842579.480516,931
1742842579.481567,931
1742842579.482619,932
1742842579.4836864,931
1742842579.4847307,932
1742842579.4857833,932
1742842579.4868526,931
1742842579.4879003,931
1742842579.488962,932
1742842579.4900389,932
1742842579.4910958,930
1742842579.492138,931
1742842579.4932008,931
1742842579.4942694,929
1742842579.4953065,931
1742842579.4963582,932
1742842579.4974194,933
1742842579.4984713,931
1742842579.4995239,934
1742842579.5005736,933
1742842579.5016332,931
1742842579.5026834,933
1742842579.503743,929
1742842579.5047934,932
1742842579.5058515,931
1742842579.5069008,932
1742842579.507953,932
1742842579.5090058,932
1742842579.5100648,932
1742842579.511115,931
1742842579.5121675,931
1742842579.51322,931
1742842579.514279,932
1742842579.5153291,932
1742842579.5163815,932
1742842579.5174348,935
1742842579.5184932,932
1742842579.5195434,933
1742842579.520596,933
1742842579.5216508,933
1742842579.5227091,932
1742842579.523759,932
1742842579.5248113,932
1742842579.525887,929
1742842579.5269349,933
1742842579.5279856,931
1742842579.5290384,932
1742842579.5300953,932
1742842579.5311458,932
1742842579.5321982,931
1742842579.5332508,931
1742842579.5343094,932
1742842579.5353594,931
1742842579.5364122,931
1742842579.5374691,931
1742842579.538527,933
1742842579.5395775,933
1742842579.54063,933
1742842579.5416887,931
1742842579.5427432,931
1742842579.5437937,932
1742842579.5448465,932
1742842579.5458999,933
1742842579.5469584,932
1742842579.548015,931
1742842579.5490668,931
1742842579.5501184,931
1742842579.5511777,931
1742842579.5522282,931
1742842579.553281,932
1742842579.5543349,932
1742842579.5553935,934
1742842579.5564442,932
1742842579.5574973,932
1742842579.5585504,931
1742842579.5596092,931
1742842579.5606596,931
1742842579.5617132,932
1742842579.562772,933
1742842579.5638294,932
1742842579.5648794,932
1742842579.5659325,931
1742842579.5670083,928
1742842579.5680487,932
1742842579.569099,931
1742842579.5701525,932
1742842579.5711718,929
1742842579.5722225,931
1742842579.573275,931
1742842579.5743287,931
1742842579.5753875,931
1742842579.5764377,931
1742842579.577491,931
1742842579.578544,931
1742842579.5796027,932
1742842579.580653,931
1742842579.581707,931
1742842579.5827591,931
1742842579.583818,925
1742842579.5848682,907
1742842579.5859213,892
1742842579.5869741,878
1742842579.588033,860
1742842579.5890837,843
1742842579.590136,827
1742842579.591189,811
1742842579.592248,795
1742842579.5932984,778
1742842579.594351,763
1742842579.5954041,747
1742842579.5964646,735
1742842579.5975173,718
1742842579.5985699,703
1742842579.5996218,688
1742842579.6006813,674
1742842579.601732,661
1742842579.6027844,647
1742842579.6038377,634
1742842579.604897,621
1742842579.6059477,608
1742842579.6070004,595
1742842579.6080976,585
1742842579.609105,571
1742842579.6101565,560
1742842579.6112094,548
1742842579.6122649,538
1742842579.613315,526
1742842579.6143677,514
1742842579.6154206,503
1742842579.616478,493
1742842579.6175287,483
1742842579.6185813,472
1742842579.6196342,462
1742842579.6206932,453
1742842579.6217444,443
1742842579.6227968,434
1742842579.6238496,424
1742842579.6249092,416
1742842579.6259596,407
1742842579.6270123,399
1742842579.6280653,390
1742842579.6291246,382
1742842579.6301756,374
1742842579.6312282,366
1742842579.632281,359
1742842579.6335058,359
1742842579.6345484,360
1742842579.635602,354
1742842579.636657,349
1742842579.6377084,343
1742842579.638761,339
1742842579.6398144,333
1742842579.640869,328
1742842579.641922,322
1742842579.6429746,315
1742842579.6440282,309
1742842579.645078,304
1742842579.6461353,298
1742842579.6471884,293
1742842579.648242,286
1742842579.6492958,281
1742842579.650349,275
1742842579.651402,270
1742842579.652455,264
1742842579.6535103,260
1742842579.6545634,254
1742842579.6556165,249
1742842579.6566699,244
1742842579.6577244,241
1742842579.6587777,238
1742842579.6598308,233
1742842579.660883,228
1742842579.661937,224
1742842579.6629899,220
1742842579.664043,216
1742842579.6650965,211
1742842579.6661503,208
1742842579.6672034,204
1742842579.6682568,200
1742842579.6693099,196
1742842579.6703644,193
1742842579.6714168,189
1742842579.6724703,186
1742842579.6735237,182
1742842579.6745777,180
1742842579.6756306,176
1742842579.6766841,173
1742842579.677738,170
1742842579.678792,168
1742842579.6798449,165
1742842579.680898,162
1742842579.6819687,159
1742842579.6830049,157
1742842579.6840584,154
1742842579.6851115,151
1742842579.686178,151
1742842579.6872272,148
1742842579.6882796,146
1742842579.689333,144
1742842579.690387,141
1742842579.6914396,139
1742842579.6924927,146
1742842579.6935468,469
1742842579.694601,931
1742842579.6956537,932
1742842579.6967068,933
1742842579.6977606,932
1742842579.698814,931
1742842579.6998672,931
1742842579.7009206,931
1742842579.701974,931
1742842579.7030275,932
1742842579.7040808,932
1742842579.7051342,932
1742842579.7061877,931
1742842579.7072415,932
1742842579.7082944,932
1742842579.7093477,931
1742842579.7104008,932
1742842579.7114542,931
1742842579.7125065,932
1742842579.7135613,930
1742842579.714614,931
1742842579.7156677,932
1742842579.7167206,932
1742842579.7177746,932
1742842579.7188284,932
1742842579.7198815,932
1742842579.7209342,932
1742842579.7219877,933
1742842579.7230375,931
1742842579.7240942,932
1742842579.7251475,932
1742842579.7262008,933
1742842579.7272546,933
1742842579.7283075,932
1742842579.7293606,932
1742842579.7304146,931
1742842579.7314677,932
1742842579.7325208,932
1742842579.7335742,932
1742842579.7346272,933
1742842579.735681,932
1742842579.736734,931
1742842579.7377875,934
1742842579.7388406,932
1742842579.739895,933
1742842579.7409472,932
1742842579.7420008,932
1742842579.7430542,932
1742842579.7441077,932
1742842579.7451603,931
1742842579.7462142,932
1742842579.7472672,932
1742842579.748321,934
1742842579.7493737,933
1742842579.7504275,933
1742842579.7514806,934
1742842579.7525344,932
1742842579.7535875,932
1742842579.7546406,931
1742842579.755694,933
1742842579.7567503,933
1742842579.7578018,932
1742842579.7588549,932
1742842579.7599146,936
1742842579.7611215,935
1742842579.7620296,931
1742842579.7630758,931
1742842579.7641506,929
1742842579.765185,932
1742842579.766255,932
1742842579.767311,931
1742842579.7683606,931
1742842579.7694192,932
1742842579.7704663,932
1742842579.7715192,932
1742842579.772573,932
1742842579.773626,932
1742842579.7746787,932
1742842579.775732,932
1742842579.7767856,932
1742842579.777839,932
1742842579.778892,932
1742842579.7799451,933
1742842579.780999,934
1742842579.782052,933
1742842579.7831054,932
1742842579.7841585,932
1742842579.7852123,932
1742842579.7862651,931
1742842579.7873182,931
1742842579.7883718,931
1742842579.789426,931
1742842579.790478,932
1742842579.7915313,933
1742842579.7925844,933
1742842579.7936387,932
1742842579.7946916,932
1742842579.7957447,932
1742842579.796798,932
1742842579.7978518,932
1742842579.798905,932
1742842579.799958,933
1742842579.8010118,932
1742842579.8020654,932
1742842579.803118,932
1742842579.804171,932
1742842579.8052208,932
1742842579.806278,932
1742842579.8073308,932
1742842579.808384,931
1742842579.809438,932
1742842579.8104904,932
1742842579.8115437,932
1742842579.812597,932
1742842579.8136506,932
1742842579.8147035,932
1742842579.8157566,932
1742842579.81681,931
1742842579.8178637,931
1742842579.8189163,931
1742842579.8199697,931
1742842579.8210227,915
1742842579.8220766,896
1742842579.8231294,880
1742842579.8241825,862
1742842579.8252356,846
1742842579.8262897,828
1742842579.8273425,810
1742842579.8283958,794
1742842579.8294494,778
1742842579.8305025,762
1742842579.8315554,746
1742842579.8326085,732
1742842579.8336623,715
1742842579.8347158,700
1742842579.8357685,684
1742842579.8368218,670
1742842579.8378751,655
1742842579.838929,643
1742842579.8399818,628
1742842579.841035,614
1742842579.8421094,602
1742842579.8431416,588
1742842579.844195,576
1742842579.8452477,564
1742842579.8463016,553
1742842579.8473542,541
1742842579.8484073,530
1742842579.8494644,518
1742842579.8505144,507
1742842579.8515687,503
1742842579.852638,507
1742842579.8536925,501
1742842579.8575962,478
1742842579.8585877,469
1742842579.85961,459
1742842579.8606617,448
1742842579.8617148,438
1742842579.8627684,431
1742842579.864528,420
1742842579.8655646,413
1742842579.866605,403
1742842579.8681228,395
1742842579.868973,387
1742842579.87001,384
1742842579.8710608,384
1742842579.8721135,383
1742842579.8731658,382
1742842579.8742204,378
1742842579.8752732,373
1742842579.8763254,369
1742842579.8773782,364
1742842579.8784316,358
1742842579.879485,352
1742842579.8805373,345
1742842579.8815913,341
1742842579.8826437,333
1742842579.8836982,327
1742842579.8847501,321
1742842579.8858037,314
1742842579.8868566,308
1742842579.8879097,301
1742842579.888962,295
1742842579.8900166,290
1742842579.8910687,283
1742842579.892122,279
1742842579.8931742,273
1742842579.8942277,267
1742842579.8952804,262
1742842579.896334,257
1742842579.8973863,251
1742842579.8984392,246
1742842579.8994918,242
1742842579.9005454,238
1742842579.9015982,233
1742842579.9026506,228
1742842579.9037046,224
1742842579.904757,220
1742842579.9058125,216
1742842579.9068658,211
1742842579.9079158,208
1742842579.9089735,204
1742842579.910026,200
1742842579.9110801,196
1742842579.9121332,193
1742842579.913186,190
1742842579.9142404,186
1742842579.9152937,183
1742842579.9163463,180
1742842579.9174004,177
1742842579.918453,174
1742842579.919507,170
1742842579.92056,168
1742842579.921613,165
1742842579.9226673,161
1742842579.9237204,159
1742842579.9247737,157
1742842579.925827,154
1742842579.9268818,151
1742842579.9279337,148
1742842579.9289875,147
1742842579.9300408,144
1742842579.9310951,142
1742842579.9321473,139
1742842579.933201,137
1742842579.9342544,135
1742842579.9353077,133
1742842579.936362,131
1742842579.937415,129
1742842579.9384675,127
1742842579.9395218,125
1742842579.9405742,123
1742842579.9416282,226
1742842579.9426816,761
1742842579.943735,931
1742842579.944804,930
1742842579.945935,933
1742842579.9469402,931
1742842579.9479864,932
1742842579.9493625,929
1742842579.9504147,931
1742842579.9514625,931
1742842579.9525151,931
1742842579.9535701,931
1742842579.9546227,932
1742842579.9556863,931
1742842579.9567444,933
1742842579.9577954,932
1742842579.9588478,932
1742842579.9599009,931
1742842579.9609694,930
1742842579.9620252,931
1742842579.9632878,930
1742842579.9643188,931
1742842579.9653704,931
1742842579.966423,932
1742842579.9674761,932
1742842579.96853,932
1742842579.9695826,931
1742842579.9706352,932
1742842579.9716883,932
1742842579.9727416,933
1742842579.9737947,932
1742842579.9748478,932
1742842579.9759004,932
1742842579.9769537,932
1742842579.9780598,935
1742842579.9790661,932
1742842579.9801323,933
1742842579.9811814,931
1742842579.982235,932
1742842579.9832885,932
1742842579.984342,932
1742842579.9853952,931
1742842579.9864519,931
1742842579.9875035,932
1742842579.9885569,932
1742842579.9896097,931
1742842579.9906628,935
1742842579.9917161,933
1742842579.992769,933
1742842579.9938216,932
1742842579.995022,929
1742842579.996071,931
1742842579.997039,932
1742842579.998089,932
1742842579.9991415,932
1742842580.0002084,928
1742842580.0012848,933
1742842580.0023165,931
1742842580.0033677,932
1742842580.0044188,931
1742842580.0054896,931
1742842580.0065348,931
1742842580.0075862,932
1742842580.0086384,932
1742842580.0096917,932
1742842580.0107443,932
1742842580.0117977,931
1742842580.0128498,932
1742842580.0139031,931
1742842580.014956,932
1742842580.0160093,932
1742842580.0170617,931
1742842580.0181148,932
1742842580.0191674,932
1742842580.0202246,933
1742842580.0212736,932
1742842580.0223372,931
1742842580.023386,932
1742842580.024439,931
1742842580.0254686,932
1742842580.0265214,932
1742842580.027594,931
1742842580.028627,932
1742842580.02968,932
1742842580.0307329,932
1742842580.0317862,932
1742842580.0328386,933
